filepath,label,class_name,filename
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_30.png,0,class 1,BR_13_14_15_1_2022033107.npy_30.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_115.png,1,class 2,BR_13_14_32_2_2021122907.npy_115.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_73_4_2021121408.npy_118.png,2,class 3,BR_13_14_73_4_2021121408.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_35.png,0,class 1,BR_13_14_16_1_2022033108.npy_35.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_01_1_2022011007.npy_124.png,0,class 1,BR_13_14_01_1_2022011007.npy_124.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_71.png,1,class 2,BR_13_14_35_2_2021123007.npy_71.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_40.png,1,class 2,BR_13_14_32_2_2021122907.npy_40.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_16.png,1,class 2,BR_13_14_32_2_2021122907.npy_16.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_131.png,1,class 2,BR_13_14_33_2_2021122908.npy_131.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_36.png,1,class 2,BR_13_14_35_2_2021123007.npy_36.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_10_1_2022032908.npy_55.png,0,class 1,BR_13_14_10_1_2022032908.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_112.png,0,class 1,BR_13_14_12_1_2022033007.npy_112.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_107.png,2,class 3,BR_13_14_78_4_2021121708.npy_107.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_56.png,1,class 2,BR_13_14_38_2_22041908_1.npy_56.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_8.png,1,class 2,BR_13_14_38_2_22041908_1.npy_8.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_24.png,2,class 3,BR_13_14_77_4_2021121608.npy_24.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_25.png,0,class 1,BR_13_14_08_1_2022032906.npy_25.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_03_1_2022011107.npy_18.png,0,class 1,BR_13_14_03_1_2022011107.npy_18.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_134.png,2,class 3,BR_13_14_78_4_2021121708.npy_134.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_20_1_2022040109.npy_84.png,0,class 1,BR_13_14_20_1_2022040109.npy_84.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_16.png,2,class 3,BR_13_14_78_4_2021121708.npy_16.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_4.png,2,class 3,BR_13_14_77_4_2021121608.npy_4.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_30.png,0,class 1,BR_13_14_21_1_2022040208.npy_30.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_81_4_2021122008.npy_60.png,2,class 3,BR_13_14_81_4_2021122008.npy_60.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_125.png,1,class 2,BR_13_14_35_2_2021123007.npy_125.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_30.png,1,class 2,BR_13_14_32_2_2021122907.npy_30.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_57.png,1,class 2,BR_13_14_33_2_2021122908.npy_57.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_4.png,1,class 2,BR_13_14_32_2_2021122907.npy_4.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_22.png,1,class 2,BR_13_14_38_2_22041908_1.npy_22.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_18.png,0,class 1,BR_13_14_07_1_2022011209.npy_18.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_33.png,1,class 2,BR_13_14_32_2_2021122907.npy_33.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_14.png,0,class 1,BR_13_14_12_1_2022033007.npy_14.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_111.png,0,class 1,BR_13_14_16_1_2022033108.npy_111.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_27.png,0,class 1,BR_13_14_16_1_2022033108.npy_27.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_135.png,0,class 1,BR_13_14_11_1_2022032909.npy_135.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_87.png,1,class 2,BR_13_14_33_2_2021122908.npy_87.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_116.png,2,class 3,BR_13_14_78_4_2021121708.npy_116.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_107.png,0,class 1,BR_13_14_17_1_2022040106.npy_107.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_80_4_2021122007.npy_58.png,2,class 3,BR_13_14_80_4_2021122007.npy_58.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_81_4_2021122008.npy_55.png,2,class 3,BR_13_14_81_4_2021122008.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_4.png,1,class 2,BR_13_14_36_2_2021123008.npy_4.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_43.png,0,class 1,BR_13_14_08_1_2022032906.npy_43.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_73.png,2,class 3,BR_13_14_77_4_2021121608.npy_73.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_21.png,0,class 1,BR_13_14_11_1_2022032909.npy_21.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_67.png,1,class 2,BR_13_14_38_2_22041908_1.npy_67.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_133.png,1,class 2,BR_13_14_32_2_2021122907.npy_133.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_84.png,1,class 2,BR_13_14_36_2_2021123008.npy_84.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_53.png,0,class 1,BR_13_14_21_1_2022040208.npy_53.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_118.png,1,class 2,BR_13_14_32_2_2021122907.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_105.png,1,class 2,BR_13_14_36_2_2021123008.npy_105.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_34.png,2,class 3,BR_13_14_77_4_2021121608.npy_34.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_13_1_2022033008.npy_101.png,0,class 1,BR_13_14_13_1_2022033008.npy_101.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_03_1_2022011107.npy_150.png,0,class 1,BR_13_14_03_1_2022011107.npy_150.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_29.png,0,class 1,BR_13_14_12_1_2022033007.npy_29.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_54.png,0,class 1,BR_13_14_15_1_2022033107.npy_54.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_31.png,0,class 1,BR_13_14_15_1_2022033107.npy_31.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_110.png,2,class 3,BR_13_14_78_4_2021121708.npy_110.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_43.png,1,class 2,BR_13_14_33_2_2021122908.npy_43.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_87_4_2022011808.npy_139.png,2,class 3,BR_13_14_87_4_2022011808.npy_139.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_136.png,0,class 1,BR_13_14_07_1_2022011209.npy_136.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_116.png,1,class 2,BR_13_14_35_2_2021123007.npy_116.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_18_1_2022040107.npy_95.png,0,class 1,BR_13_14_18_1_2022040107.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_132.png,2,class 3,BR_13_14_77_4_2021121608.npy_132.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_44.png,1,class 2,BR_13_14_32_2_2021122907.npy_44.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_01_1_2022011007.npy_148.png,0,class 1,BR_13_14_01_1_2022011007.npy_148.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_36.png,1,class 2,BR_13_14_32_2_2021122907.npy_36.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_102.png,0,class 1,BR_13_14_21_1_2022040208.npy_102.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_20_1_2022040109.npy_140.png,0,class 1,BR_13_14_20_1_2022040109.npy_140.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_44.png,1,class 2,BR_13_14_33_2_2021122908.npy_44.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_67.png,1,class 2,BR_13_14_36_2_2021123008.npy_67.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_64.png,0,class 1,BR_13_14_22_1_2022040209.npy_64.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_72_4_2021121407.npy_146.png,2,class 3,BR_13_14_72_4_2021121407.npy_146.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_31.png,1,class 2,BR_13_14_36_2_2021123008.npy_31.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_108.png,1,class 2,BR_13_14_36_2_2021123008.npy_108.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_105.png,1,class 2,BR_13_14_32_2_2021122907.npy_105.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_104.png,1,class 2,BR_13_14_35_2_2021123007.npy_104.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_95.png,2,class 3,BR_13_14_77_4_2021121608.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_32.png,1,class 2,BR_13_14_38_2_22041908_1.npy_32.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_29.png,1,class 2,BR_13_14_36_2_2021123008.npy_29.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_109.png,1,class 2,BR_13_14_38_2_22041908_1.npy_109.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_93.png,1,class 2,BR_13_14_35_2_2021123007.npy_93.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_87_4_2022011808.npy_89.png,2,class 3,BR_13_14_87_4_2022011808.npy_89.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_55.png,0,class 1,BR_13_14_22_1_2022040209.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_60.png,1,class 2,BR_13_14_32_2_2021122907.npy_60.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_33.png,2,class 3,BR_13_14_77_4_2021121608.npy_33.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_45.png,2,class 3,BR_13_14_77_4_2021121608.npy_45.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_104.png,1,class 2,BR_13_14_33_2_2021122908.npy_104.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_31.png,2,class 3,BR_13_14_78_4_2021121708.npy_31.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_149.png,0,class 1,BR_13_14_17_1_2022040106.npy_149.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_80_4_2021122007.npy_56.png,2,class 3,BR_13_14_80_4_2021122007.npy_56.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_101.png,0,class 1,BR_13_14_21_1_2022040208.npy_101.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_141.png,1,class 2,BR_13_14_35_2_2021123007.npy_141.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_34.png,1,class 2,BR_13_14_33_2_2021122908.npy_34.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_104.png,2,class 3,BR_13_14_78_4_2021121708.npy_104.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_128.png,1,class 2,BR_13_14_35_2_2021123007.npy_128.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_35_2_2021123007.npy_64.png,1,class 2,BR_13_14_35_2_2021123007.npy_64.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_17.png,0,class 1,BR_13_14_15_1_2022033107.npy_17.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_68.png,0,class 1,BR_13_14_09_1_2022032907.npy_68.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_102.png,0,class 1,BR_13_14_22_1_2022040209.npy_102.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_76.png,0,class 1,BR_13_14_08_1_2022032906.npy_76.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_25.png,2,class 3,BR_13_14_77_4_2021121608.npy_25.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_121.png,1,class 2,BR_13_14_32_2_2021122907.npy_121.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_22_1_2022040209.npy_142.png,0,class 1,BR_13_14_22_1_2022040209.npy_142.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_19_1_2022040108.npy_86.png,0,class 1,BR_13_14_19_1_2022040108.npy_86.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_11.png,2,class 3,BR_13_14_77_4_2021121608.npy_11.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_150.png,1,class 2,BR_13_14_33_2_2021122908.npy_150.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_101.png,2,class 3,BR_13_14_77_4_2021121608.npy_101.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_118.png,0,class 1,BR_13_14_21_1_2022040208.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_01_1_2022011007.npy_110.png,0,class 1,BR_13_14_01_1_2022011007.npy_110.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_54.png,1,class 2,BR_13_14_33_2_2021122908.npy_54.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_95.png,1,class 2,BR_13_14_32_2_2021122907.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_127.png,0,class 1,BR_13_14_11_1_2022032909.npy_127.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_88.png,2,class 3,BR_13_14_78_4_2021121708.npy_88.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_02_1_2022011008.npy_149.png,0,class 1,BR_13_14_02_1_2022011008.npy_149.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_52.png,1,class 2,BR_13_14_32_2_2021122907.npy_52.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_87.png,0,class 1,BR_13_14_17_1_2022040106.npy_87.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_61.png,1,class 2,BR_13_14_38_2_22041908_1.npy_61.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_147.png,1,class 2,BR_13_14_36_2_2021123008.npy_147.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_11_1_2022032909.npy_55.png,0,class 1,BR_13_14_11_1_2022032909.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_88.png,1,class 2,BR_13_14_32_2_2021122907.npy_88.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_48.png,0,class 1,BR_13_14_08_1_2022032906.npy_48.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_150.png,0,class 1,BR_13_14_15_1_2022033107.npy_150.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_121.png,1,class 2,BR_13_14_33_2_2021122908.npy_121.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_127.png,1,class 2,BR_13_14_36_2_2021123008.npy_127.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_69.png,1,class 2,BR_13_14_36_2_2021123008.npy_69.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_17_1_2022040106.npy_79.png,0,class 1,BR_13_14_17_1_2022040106.npy_79.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_06_1_2022011208.npy_55.png,0,class 1,BR_13_14_06_1_2022011208.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_136.png,2,class 3,BR_13_14_78_4_2021121708.npy_136.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_103.png,1,class 2,BR_13_14_36_2_2021123008.npy_103.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_15_1_2022033107.npy_49.png,0,class 1,BR_13_14_15_1_2022033107.npy_49.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_86.png,2,class 3,BR_13_14_78_4_2021121708.npy_86.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_94.png,1,class 2,BR_13_14_32_2_2021122907.npy_94.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_118.png,0,class 1,BR_13_14_12_1_2022033007.npy_118.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_146.png,2,class 3,BR_13_14_78_4_2021121708.npy_146.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_54.png,1,class 2,BR_13_14_32_2_2021122907.npy_54.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_97.png,2,class 3,BR_13_14_78_4_2021121708.npy_97.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_13_1_2022033008.npy_81.png,0,class 1,BR_13_14_13_1_2022033008.npy_81.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_16_1_2022033108.npy_132.png,0,class 1,BR_13_14_16_1_2022033108.npy_132.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_128.png,2,class 3,BR_13_14_77_4_2021121608.npy_128.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_71.png,0,class 1,BR_13_14_12_1_2022033007.npy_71.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_85.png,1,class 2,BR_13_14_36_2_2021123008.npy_85.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_77_4_2021121608.npy_79.png,2,class 3,BR_13_14_77_4_2021121608.npy_79.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_109.png,1,class 2,BR_13_14_32_2_2021122907.npy_109.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_26.png,2,class 3,BR_13_14_78_4_2021121708.npy_26.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_38_2_22041908_1.npy_114.png,1,class 2,BR_13_14_38_2_22041908_1.npy_114.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_12_1_2022033007.npy_20.png,0,class 1,BR_13_14_12_1_2022033007.npy_20.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_125.png,0,class 1,BR_13_14_09_1_2022032907.npy_125.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_07_1_2022011209.npy_132.png,0,class 1,BR_13_14_07_1_2022011209.npy_132.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_08_1_2022032906.npy_89.png,0,class 1,BR_13_14_08_1_2022032906.npy_89.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_03_1_2022011107.npy_134.png,0,class 1,BR_13_14_03_1_2022011107.npy_134.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_14_1_2022033106.npy_62.png,0,class 1,BR_13_14_14_1_2022033106.npy_62.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_111.png,2,class 3,BR_13_14_78_4_2021121708.npy_111.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_95.png,1,class 2,BR_13_14_36_2_2021123008.npy_95.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_03_1_2022011107.npy_130.png,0,class 1,BR_13_14_03_1_2022011107.npy_130.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_13_1_2022033008.npy_77.png,0,class 1,BR_13_14_13_1_2022033008.npy_77.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_59.png,2,class 3,BR_13_14_78_4_2021121708.npy_59.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_33_2_2021122908.npy_6.png,1,class 2,BR_13_14_33_2_2021122908.npy_6.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_21_1_2022040208.npy_121.png,0,class 1,BR_13_14_21_1_2022040208.npy_121.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_36_2_2021123008.npy_65.png,1,class 2,BR_13_14_36_2_2021123008.npy_65.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_09_1_2022032907.npy_15.png,0,class 1,BR_13_14_09_1_2022032907.npy_15.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 2\BR_13_14_32_2_2021122907.npy_55.png,1,class 2,BR_13_14_32_2_2021122907.npy_55.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_02_1_2022011008.npy_50.png,0,class 1,BR_13_14_02_1_2022011008.npy_50.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 3\BR_13_14_78_4_2021121708.npy_82.png,2,class 3,BR_13_14_78_4_2021121708.npy_82.png
C:\Users\sammy\Exam3Ex3\vir_data_exam\train\class 1\BR_13_14_04_1_2022011108.npy_67.png,0,class 1,BR_13_14_04_1_2022011108.npy_67.png
